timestamp,device,interface,event,severity,ip,message
2026-05-06 22:15:56,switch1,eth2,normal_traffic,INFO,28.32.4.223,switch1 normal traffic flow stable
2026-05-06 22:12:43,switch1,wlan0,normal_traffic,INFO,98.151.88.199,switch1 normal traffic flow stable
2026-05-06 22:16:18,firewall1,eth1,interface_up,INFO,190.193.25.181,firewall1 interface eth1 is UP
2026-05-06 22:11:55,router1,wlan0,normal_traffic,INFO,62.123.47.27,router1 normal traffic flow stable
2026-05-06 22:12:47,switch1,wlan0,normal_traffic,INFO,43.115.185.235,switch1 normal traffic flow stable
2026-05-06 22:13:44,switch2,eth0,high_latency,WARNING,27.15.122.180,Latency spike on switch2 reaching 379ms
2026-05-06 22:13:57,firewall1,wlan0,dns_timeout,WARNING,151.224.154.136,DNS timeout resolving domain for client 151.224.154.136
2026-05-06 22:11:40,router2,eth2,interface_down,CRITICAL,22.94.130.71,router2 interface eth2 is DOWN
2026-05-06 22:13:01,router1,eth0,interface_up,INFO,97.151.252.142,router1 interface eth0 is UP
2026-05-06 22:16:08,switch1,eth2,normal_traffic,INFO,86.122.58.71,switch1 normal traffic flow stable
2026-05-06 22:13:09,router2,wlan0,normal_traffic,INFO,139.167.144.20,router2 normal traffic flow stable
2026-05-06 22:12:42,firewall1,eth0,normal_traffic,INFO,157.67.124.15,firewall1 normal traffic flow stable
2026-05-06 22:11:51,switch2,eth1,normal_traffic,INFO,167.163.10.48,switch2 normal traffic flow stable
2026-05-06 22:14:29,router2,wlan0,cpu_spike,WARNING,120.92.213.131,router2 CPU usage at 90%
2026-05-06 22:16:20,router2,eth1,normal_traffic,INFO,150.7.32.105,router2 normal traffic flow stable
2026-05-06 22:12:23,switch1,eth0,normal_traffic,INFO,16.166.35.78,switch1 normal traffic flow stable
2026-05-06 22:14:56,router1,eth0,normal_traffic,INFO,89.8.190.254,router1 normal traffic flow stable
2026-05-06 22:14:13,router1,eth0,normal_traffic,INFO,54.16.223.64,router1 normal traffic flow stable
2026-05-06 22:14:05,switch2,eth0,normal_traffic,INFO,54.202.5.146,switch2 normal traffic flow stable
2026-05-06 22:15:52,router1,eth2,high_latency,WARNING,95.255.173.22,Latency spike on router1 reaching 352ms
2026-05-06 22:15:29,router2,eth1,normal_traffic,INFO,32.250.104.22,router2 normal traffic flow stable
2026-05-06 22:16:13,switch2,eth2,normal_traffic,INFO,68.59.216.196,switch2 normal traffic flow stable
2026-05-06 22:11:54,router2,eth2,interface_up,INFO,48.86.134.66,router2 interface eth2 is UP
2026-05-06 22:15:55,firewall1,eth1,interface_up,INFO,212.183.114.106,firewall1 interface eth1 is UP
2026-05-06 22:14:55,switch1,eth1,normal_traffic,INFO,174.143.137.168,switch1 normal traffic flow stable
2026-05-06 22:14:06,switch1,eth2,packet_loss,WARNING,9.9.157.231,High packet loss detected on switch1 (30%)
2026-05-06 22:11:34,switch1,eth0,normal_traffic,INFO,71.180.191.55,switch1 normal traffic flow stable
2026-05-06 22:13:01,firewall1,eth2,normal_traffic,INFO,16.57.176.172,firewall1 normal traffic flow stable
2026-05-06 22:13:02,router2,wlan0,interface_down,CRITICAL,164.73.35.32,router2 interface wlan0 is DOWN
2026-05-06 22:13:56,firewall1,eth2,normal_traffic,INFO,171.253.126.158,firewall1 normal traffic flow stable
2026-05-06 22:14:26,router1,eth0,normal_traffic,INFO,11.105.237.78,router1 normal traffic flow stable
2026-05-06 22:13:04,switch2,eth0,normal_traffic,INFO,74.253.60.252,switch2 normal traffic flow stable
2026-05-06 22:15:37,switch1,eth2,normal_traffic,INFO,97.79.239.104,switch1 normal traffic flow stable
2026-05-06 22:15:55,router1,wlan0,normal_traffic,INFO,92.116.232.221,router1 normal traffic flow stable
2026-05-06 22:13:49,router1,eth0,normal_traffic,INFO,29.132.168.243,router1 normal traffic flow stable
2026-05-06 22:14:53,router1,eth1,normal_traffic,INFO,102.223.49.148,router1 normal traffic flow stable
2026-05-06 22:12:34,router2,eth2,normal_traffic,INFO,90.23.220.190,router2 normal traffic flow stable
2026-05-06 22:12:55,router2,eth0,high_latency,WARNING,155.163.38.224,Latency spike on router2 reaching 222ms
2026-05-06 22:13:12,switch1,eth2,normal_traffic,INFO,77.21.57.44,switch1 normal traffic flow stable
2026-05-06 22:14:43,switch2,eth2,normal_traffic,INFO,34.174.219.168,switch2 normal traffic flow stable
2026-05-06 22:14:55,router2,wlan0,normal_traffic,INFO,181.229.138.160,router2 normal traffic flow stable
2026-05-06 22:14:43,switch2,eth1,normal_traffic,INFO,42.94.125.131,switch2 normal traffic flow stable
2026-05-06 22:13:18,router1,eth0,normal_traffic,INFO,154.134.58.182,router1 normal traffic flow stable
2026-05-06 22:13:22,firewall1,eth2,dns_timeout,WARNING,139.33.251.236,DNS timeout resolving domain for client 139.33.251.236
2026-05-06 22:15:47,switch2,eth2,normal_traffic,INFO,180.21.241.243,switch2 normal traffic flow stable
2026-05-06 22:13:23,switch2,eth1,normal_traffic,INFO,220.147.4.240,switch2 normal traffic flow stable
2026-05-06 22:14:52,router1,eth0,normal_traffic,INFO,71.193.252.131,router1 normal traffic flow stable
2026-05-06 22:13:59,router2,eth1,normal_traffic,INFO,210.15.61.119,router2 normal traffic flow stable
2026-05-06 22:13:47,switch1,eth2,normal_traffic,INFO,80.23.153.12,switch1 normal traffic flow stable
2026-05-06 22:13:12,firewall1,eth2,normal_traffic,INFO,40.9.16.209,firewall1 normal traffic flow stable
2026-05-06 22:16:01,router1,eth0,interface_down,CRITICAL,183.51.220.208,router1 interface eth0 is DOWN
2026-05-06 22:16:19,switch1,eth0,normal_traffic,INFO,106.40.224.109,switch1 normal traffic flow stable
2026-05-06 22:12:54,switch1,wlan0,normal_traffic,INFO,214.207.99.240,switch1 normal traffic flow stable
2026-05-06 22:16:01,router1,eth0,normal_traffic,INFO,88.91.13.172,router1 normal traffic flow stable
2026-05-06 22:13:57,switch1,eth0,normal_traffic,INFO,177.57.227.3,switch1 normal traffic flow stable
2026-05-06 22:14:28,switch1,eth0,normal_traffic,INFO,142.66.67.188,switch1 normal traffic flow stable
2026-05-06 22:12:29,switch1,eth2,normal_traffic,INFO,130.118.56.100,switch1 normal traffic flow stable
2026-05-06 22:12:55,router2,eth1,normal_traffic,INFO,190.206.82.52,router2 normal traffic flow stable
2026-05-06 22:11:34,router2,eth1,cpu_spike,WARNING,121.71.142.2,router2 CPU usage at 86%
2026-05-06 22:16:23,firewall1,eth2,normal_traffic,INFO,68.187.226.192,firewall1 normal traffic flow stable
2026-05-06 22:12:15,firewall1,eth0,normal_traffic,INFO,141.243.48.238,firewall1 normal traffic flow stable
2026-05-06 22:13:23,router2,eth1,normal_traffic,INFO,61.7.130.185,router2 normal traffic flow stable
2026-05-06 22:13:16,switch1,wlan0,normal_traffic,INFO,156.174.227.171,switch1 normal traffic flow stable
2026-05-06 22:13:30,router2,wlan0,normal_traffic,INFO,215.152.67.160,router2 normal traffic flow stable
2026-05-06 22:11:40,router2,eth0,normal_traffic,INFO,38.191.152.187,router2 normal traffic flow stable
2026-05-06 22:16:16,switch1,eth1,interface_down,CRITICAL,200.76.217.54,switch1 interface eth1 is DOWN
2026-05-06 22:16:24,switch2,wlan0,normal_traffic,INFO,78.152.137.44,switch2 normal traffic flow stable
2026-05-06 22:16:17,switch2,eth2,normal_traffic,INFO,35.152.112.138,switch2 normal traffic flow stable
2026-05-06 22:14:55,switch2,wlan0,cpu_spike,WARNING,189.23.119.88,switch2 CPU usage at 89%
2026-05-06 22:11:51,router1,wlan0,normal_traffic,INFO,141.14.107.172,router1 normal traffic flow stable
2026-05-06 22:12:38,firewall1,eth0,normal_traffic,INFO,108.9.99.114,firewall1 normal traffic flow stable
2026-05-06 22:15:05,switch1,eth2,normal_traffic,INFO,194.135.57.205,switch1 normal traffic flow stable
2026-05-06 22:16:18,switch1,eth0,packet_loss,WARNING,23.247.29.136,High packet loss detected on switch1 (39%)
2026-05-06 22:11:48,switch2,eth1,dhcp_failure,CRITICAL,182.75.72.95,DHCP request failed from client 182.75.72.95
2026-05-06 22:15:34,router2,eth1,interface_up,INFO,159.106.160.166,router2 interface eth1 is UP
2026-05-06 22:13:21,router1,eth0,normal_traffic,INFO,202.20.170.194,router1 normal traffic flow stable
2026-05-06 22:14:03,firewall1,eth0,interface_up,INFO,35.139.10.20,firewall1 interface eth0 is UP
2026-05-06 22:13:26,router1,wlan0,high_latency,WARNING,26.252.189.46,Latency spike on router1 reaching 172ms
2026-05-06 22:13:38,router1,eth1,high_latency,WARNING,209.77.4.69,Latency spike on router1 reaching 125ms
2026-05-06 22:15:55,firewall1,wlan0,normal_traffic,INFO,176.9.124.137,firewall1 normal traffic flow stable
2026-05-06 22:13:12,router2,eth2,interface_up,INFO,220.176.97.148,router2 interface eth2 is UP
2026-05-06 22:15:27,router1,wlan0,high_latency,WARNING,91.118.155.224,Latency spike on router1 reaching 341ms
2026-05-06 22:15:37,switch2,eth0,dns_timeout,WARNING,150.205.208.85,DNS timeout resolving domain for client 150.205.208.85
2026-05-06 22:13:43,switch2,eth0,normal_traffic,INFO,47.109.118.50,switch2 normal traffic flow stable
2026-05-06 22:13:57,switch2,eth1,interface_up,INFO,208.41.36.146,switch2 interface eth1 is UP
2026-05-06 22:13:23,router2,eth1,normal_traffic,INFO,44.119.17.82,router2 normal traffic flow stable
2026-05-06 22:15:20,router2,eth1,normal_traffic,INFO,130.152.211.106,router2 normal traffic flow stable
2026-05-06 22:13:42,router2,eth2,normal_traffic,INFO,180.28.96.138,router2 normal traffic flow stable
2026-05-06 22:15:03,router2,eth0,normal_traffic,INFO,138.32.36.97,router2 normal traffic flow stable
2026-05-06 22:13:04,firewall1,eth0,normal_traffic,INFO,44.215.39.19,firewall1 normal traffic flow stable
2026-05-06 22:11:58,switch1,wlan0,normal_traffic,INFO,106.109.117.107,switch1 normal traffic flow stable
2026-05-06 22:13:58,switch1,wlan0,normal_traffic,INFO,111.213.177.94,switch1 normal traffic flow stable
2026-05-06 22:12:01,router2,eth1,normal_traffic,INFO,96.254.96.16,router2 normal traffic flow stable
2026-05-06 22:14:38,switch1,eth1,normal_traffic,INFO,191.160.69.142,switch1 normal traffic flow stable
2026-05-06 22:14:03,router2,eth2,normal_traffic,INFO,196.94.80.168,router2 normal traffic flow stable
2026-05-06 22:12:45,switch2,wlan0,normal_traffic,INFO,130.135.92.221,switch2 normal traffic flow stable
2026-05-06 22:12:21,switch1,eth1,packet_loss,WARNING,158.126.169.160,High packet loss detected on switch1 (12%)
2026-05-06 22:15:42,firewall1,eth2,high_latency,WARNING,160.88.190.78,Latency spike on firewall1 reaching 309ms
2026-05-06 22:15:50,switch1,eth2,normal_traffic,INFO,61.28.173.217,switch1 normal traffic flow stable
2026-05-06 22:12:48,switch1,eth1,normal_traffic,INFO,213.210.216.157,switch1 normal traffic flow stable
2026-05-06 22:15:21,router1,wlan0,normal_traffic,INFO,57.159.191.41,router1 normal traffic flow stable
2026-05-06 22:13:44,firewall1,eth2,normal_traffic,INFO,200.71.58.247,firewall1 normal traffic flow stable
2026-05-06 22:12:12,router1,eth0,normal_traffic,INFO,156.97.89.204,router1 normal traffic flow stable
2026-05-06 22:12:29,firewall1,eth1,normal_traffic,INFO,135.192.165.150,firewall1 normal traffic flow stable
2026-05-06 22:13:58,switch2,eth2,normal_traffic,INFO,123.217.100.80,switch2 normal traffic flow stable
2026-05-06 22:12:19,switch2,eth1,normal_traffic,INFO,205.217.155.252,switch2 normal traffic flow stable
2026-05-06 22:11:35,firewall1,eth1,normal_traffic,INFO,105.77.130.236,firewall1 normal traffic flow stable
2026-05-06 22:11:43,switch1,eth0,dhcp_failure,CRITICAL,14.135.103.251,DHCP request failed from client 14.135.103.251
2026-05-06 22:15:37,router1,eth0,interface_up,INFO,95.72.69.184,router1 interface eth0 is UP
2026-05-06 22:16:11,firewall1,eth1,high_latency,WARNING,56.28.145.151,Latency spike on firewall1 reaching 331ms
2026-05-06 22:14:41,switch1,wlan0,interface_up,INFO,61.242.176.3,switch1 interface wlan0 is UP
2026-05-06 22:12:06,switch2,wlan0,normal_traffic,INFO,165.158.146.140,switch2 normal traffic flow stable
2026-05-06 22:16:01,switch1,wlan0,normal_traffic,INFO,62.192.196.85,switch1 normal traffic flow stable
2026-05-06 22:14:22,router2,wlan0,normal_traffic,INFO,151.104.211.171,router2 normal traffic flow stable
2026-05-06 22:11:43,firewall1,wlan0,interface_up,INFO,76.93.226.188,firewall1 interface wlan0 is UP
2026-05-06 22:12:17,switch2,eth1,normal_traffic,INFO,87.0.67.182,switch2 normal traffic flow stable
2026-05-06 22:16:08,switch1,wlan0,packet_loss,WARNING,118.125.14.238,High packet loss detected on switch1 (19%)
2026-05-06 22:11:37,router2,wlan0,normal_traffic,INFO,108.67.180.185,router2 normal traffic flow stable
2026-05-06 22:12:11,switch2,eth1,normal_traffic,INFO,60.78.188.72,switch2 normal traffic flow stable
2026-05-06 22:15:18,switch2,eth0,packet_loss,WARNING,156.113.91.106,High packet loss detected on switch2 (12%)
2026-05-06 22:15:38,firewall1,eth0,normal_traffic,INFO,167.2.162.190,firewall1 normal traffic flow stable
2026-05-06 22:12:37,router1,eth2,packet_loss,WARNING,164.167.219.183,High packet loss detected on router1 (32%)
2026-05-06 22:11:59,firewall1,eth1,normal_traffic,INFO,89.88.14.186,firewall1 normal traffic flow stable
2026-05-06 22:12:26,firewall1,eth2,normal_traffic,INFO,42.42.7.183,firewall1 normal traffic flow stable
2026-05-06 22:15:37,switch2,eth1,normal_traffic,INFO,171.208.168.233,switch2 normal traffic flow stable
2026-05-06 22:16:26,router2,wlan0,normal_traffic,INFO,61.30.148.169,router2 normal traffic flow stable
2026-05-06 22:12:41,router2,eth1,normal_traffic,INFO,150.17.235.113,router2 normal traffic flow stable
2026-05-06 22:12:52,switch1,eth2,normal_traffic,INFO,114.151.173.140,switch1 normal traffic flow stable
2026-05-06 22:13:24,router2,eth1,normal_traffic,INFO,164.152.24.2,router2 normal traffic flow stable
2026-05-06 22:12:16,switch2,eth1,normal_traffic,INFO,75.110.48.243,switch2 normal traffic flow stable
2026-05-06 22:14:09,switch1,wlan0,dhcp_failure,CRITICAL,93.237.188.13,DHCP request failed from client 93.237.188.13
2026-05-06 22:13:05,firewall1,eth2,interface_down,CRITICAL,166.173.72.70,firewall1 interface eth2 is DOWN
2026-05-06 22:11:56,router1,eth1,normal_traffic,INFO,167.130.239.224,router1 normal traffic flow stable
2026-05-06 22:15:06,router1,eth0,normal_traffic,INFO,78.30.208.93,router1 normal traffic flow stable
2026-05-06 22:11:28,switch2,eth0,normal_traffic,INFO,26.200.158.173,switch2 normal traffic flow stable
2026-05-06 22:15:51,router1,eth1,normal_traffic,INFO,46.185.179.227,router1 normal traffic flow stable
2026-05-06 22:11:58,router2,eth2,interface_down,CRITICAL,188.89.207.66,router2 interface eth2 is DOWN
2026-05-06 22:12:13,router1,eth0,normal_traffic,INFO,86.85.184.250,router1 normal traffic flow stable
2026-05-06 22:15:22,router1,eth2,normal_traffic,INFO,218.129.215.174,router1 normal traffic flow stable
2026-05-06 22:16:12,switch2,eth0,normal_traffic,INFO,203.25.241.186,switch2 normal traffic flow stable
2026-05-06 22:11:48,switch1,eth0,high_latency,WARNING,194.238.30.103,Latency spike on switch1 reaching 331ms
2026-05-06 22:11:34,switch2,eth2,normal_traffic,INFO,157.203.167.39,switch2 normal traffic flow stable
2026-05-06 22:14:04,switch2,eth2,normal_traffic,INFO,11.47.207.243,switch2 normal traffic flow stable
2026-05-06 22:15:15,router1,eth1,interface_down,CRITICAL,174.127.202.111,router1 interface eth1 is DOWN
2026-05-06 22:11:53,firewall1,wlan0,normal_traffic,INFO,101.167.198.210,firewall1 normal traffic flow stable
2026-05-06 22:13:07,switch1,eth0,dhcp_failure,CRITICAL,174.156.179.43,DHCP request failed from client 174.156.179.43
2026-05-06 22:13:35,firewall1,wlan0,normal_traffic,INFO,76.108.137.201,firewall1 normal traffic flow stable
2026-05-06 22:11:47,switch2,wlan0,normal_traffic,INFO,185.17.218.230,switch2 normal traffic flow stable
2026-05-06 22:16:17,switch1,eth1,normal_traffic,INFO,69.126.195.75,switch1 normal traffic flow stable
2026-05-06 22:14:19,firewall1,wlan0,normal_traffic,INFO,63.251.153.49,firewall1 normal traffic flow stable
2026-05-06 22:15:04,router2,eth0,normal_traffic,INFO,167.193.13.105,router2 normal traffic flow stable
2026-05-06 22:13:59,firewall1,wlan0,packet_loss,WARNING,24.78.45.35,High packet loss detected on firewall1 (10%)
2026-05-06 22:16:23,switch2,eth0,normal_traffic,INFO,60.129.127.184,switch2 normal traffic flow stable
2026-05-06 22:15:05,switch1,eth0,normal_traffic,INFO,151.151.27.113,switch1 normal traffic flow stable
2026-05-06 22:12:46,router2,eth1,interface_down,CRITICAL,187.31.29.78,router2 interface eth1 is DOWN
2026-05-06 22:13:15,switch2,eth0,normal_traffic,INFO,99.176.13.120,switch2 normal traffic flow stable
2026-05-06 22:15:49,switch2,eth2,normal_traffic,INFO,69.131.54.53,switch2 normal traffic flow stable
2026-05-06 22:12:26,switch1,eth1,normal_traffic,INFO,179.157.37.212,switch1 normal traffic flow stable
2026-05-06 22:12:37,switch1,eth1,normal_traffic,INFO,13.100.101.216,switch1 normal traffic flow stable
2026-05-06 22:15:28,switch1,wlan0,cpu_spike,WARNING,203.200.132.152,switch1 CPU usage at 91%
2026-05-06 22:15:38,switch2,eth1,normal_traffic,INFO,28.18.1.240,switch2 normal traffic flow stable
2026-05-06 22:12:36,firewall1,wlan0,interface_down,CRITICAL,155.124.214.207,firewall1 interface wlan0 is DOWN
2026-05-06 22:15:00,firewall1,eth0,normal_traffic,INFO,19.89.90.120,firewall1 normal traffic flow stable
2026-05-06 22:12:11,router2,eth2,cpu_spike,WARNING,218.24.90.133,router2 CPU usage at 91%
2026-05-06 22:15:04,switch2,wlan0,normal_traffic,INFO,141.113.3.50,switch2 normal traffic flow stable
2026-05-06 22:15:49,firewall1,eth0,normal_traffic,INFO,16.126.39.252,firewall1 normal traffic flow stable
2026-05-06 22:13:08,switch1,eth0,normal_traffic,INFO,190.23.60.89,switch1 normal traffic flow stable
2026-05-06 22:12:22,router2,wlan0,normal_traffic,INFO,2.138.48.173,router2 normal traffic flow stable
2026-05-06 22:14:22,router2,eth0,high_latency,WARNING,168.18.182.233,Latency spike on router2 reaching 140ms
2026-05-06 22:14:46,firewall1,eth1,normal_traffic,INFO,179.156.224.121,firewall1 normal traffic flow stable
2026-05-06 22:13:27,router2,eth0,normal_traffic,INFO,19.149.198.172,router2 normal traffic flow stable
2026-05-06 22:14:51,router1,eth1,interface_down,CRITICAL,39.239.201.237,router1 interface eth1 is DOWN
2026-05-06 22:14:27,switch2,eth1,normal_traffic,INFO,173.139.23.213,switch2 normal traffic flow stable
2026-05-06 22:16:11,router2,eth1,normal_traffic,INFO,201.64.38.191,router2 normal traffic flow stable
2026-05-06 22:12:32,switch2,eth0,normal_traffic,INFO,106.172.63.70,switch2 normal traffic flow stable
2026-05-06 22:12:51,switch2,eth2,normal_traffic,INFO,115.241.139.34,switch2 normal traffic flow stable
2026-05-06 22:12:01,switch2,eth0,normal_traffic,INFO,66.60.18.27,switch2 normal traffic flow stable
2026-05-06 22:13:41,switch2,wlan0,dns_timeout,WARNING,120.253.196.43,DNS timeout resolving domain for client 120.253.196.43
2026-05-06 22:13:32,switch1,eth1,dhcp_failure,CRITICAL,118.45.20.238,DHCP request failed from client 118.45.20.238
2026-05-06 22:14:22,router2,eth1,normal_traffic,INFO,203.107.37.157,router2 normal traffic flow stable
2026-05-06 22:15:18,router1,eth0,normal_traffic,INFO,191.118.34.242,router1 normal traffic flow stable
2026-05-06 22:11:51,firewall1,eth0,interface_down,CRITICAL,141.110.162.101,firewall1 interface eth0 is DOWN
2026-05-06 22:11:31,firewall1,eth0,normal_traffic,INFO,46.251.56.181,firewall1 normal traffic flow stable
2026-05-06 22:13:59,switch2,eth0,normal_traffic,INFO,69.206.63.82,switch2 normal traffic flow stable
2026-05-06 22:11:31,router1,eth2,interface_down,CRITICAL,154.108.128.127,router1 interface eth2 is DOWN
2026-05-06 22:13:39,router2,eth0,packet_loss,WARNING,165.208.222.186,High packet loss detected on router2 (10%)
2026-05-06 22:16:21,router1,eth2,normal_traffic,INFO,163.197.163.169,router1 normal traffic flow stable
2026-05-06 22:16:21,router1,eth1,normal_traffic,INFO,206.255.243.158,router1 normal traffic flow stable
2026-05-06 22:11:47,switch2,wlan0,normal_traffic,INFO,41.15.117.59,switch2 normal traffic flow stable
2026-05-06 22:15:59,firewall1,eth2,normal_traffic,INFO,188.195.17.24,firewall1 normal traffic flow stable
2026-05-06 22:12:08,switch2,eth2,normal_traffic,INFO,174.124.157.123,switch2 normal traffic flow stable
2026-05-06 22:16:06,router2,eth0,normal_traffic,INFO,98.66.51.220,router2 normal traffic flow stable
2026-05-06 22:13:54,firewall1,wlan0,interface_up,INFO,55.239.13.250,firewall1 interface wlan0 is UP
2026-05-06 22:15:34,router2,eth1,normal_traffic,INFO,196.101.145.22,router2 normal traffic flow stable
2026-05-06 22:12:43,router1,wlan0,interface_up,INFO,146.198.190.3,router1 interface wlan0 is UP
2026-05-06 22:11:56,firewall1,eth2,high_latency,WARNING,34.201.151.106,Latency spike on firewall1 reaching 209ms
2026-05-06 22:11:46,firewall1,eth1,high_latency,WARNING,96.157.148.150,Latency spike on firewall1 reaching 474ms
2026-05-06 22:11:31,switch1,wlan0,normal_traffic,INFO,17.166.221.110,switch1 normal traffic flow stable
2026-05-06 22:13:03,router2,eth1,normal_traffic,INFO,20.115.218.204,router2 normal traffic flow stable
2026-05-06 22:12:30,router2,eth0,high_latency,WARNING,114.29.91.52,Latency spike on router2 reaching 378ms
2026-05-06 22:14:28,firewall1,eth1,normal_traffic,INFO,140.127.24.86,firewall1 normal traffic flow stable
2026-05-06 22:15:51,router1,eth2,dns_timeout,WARNING,91.241.143.221,DNS timeout resolving domain for client 91.241.143.221
2026-05-06 22:12:19,router2,wlan0,dns_timeout,WARNING,204.241.2.230,DNS timeout resolving domain for client 204.241.2.230
2026-05-06 22:12:36,router1,eth1,normal_traffic,INFO,217.55.225.52,router1 normal traffic flow stable
2026-05-06 22:12:19,switch2,eth0,normal_traffic,INFO,170.57.63.226,switch2 normal traffic flow stable
2026-05-06 22:15:22,switch2,eth2,dns_timeout,WARNING,171.57.193.37,DNS timeout resolving domain for client 171.57.193.37
2026-05-06 22:13:50,router1,eth0,normal_traffic,INFO,194.119.113.149,router1 normal traffic flow stable
2026-05-06 22:14:47,firewall1,eth2,normal_traffic,INFO,193.165.84.165,firewall1 normal traffic flow stable
2026-05-06 22:12:47,router2,wlan0,interface_up,INFO,62.245.95.98,router2 interface wlan0 is UP
2026-05-06 22:12:48,router2,eth0,normal_traffic,INFO,181.18.178.235,router2 normal traffic flow stable
